match_id,set,rally,stroke,time,current_player,backhand,shot_type,chou_score,opp_score,rally_winner,shuttle_x,shuttle_y,chou_x,chou_y,opp_x,opp_y,rally_phase
9771,1,12,1,00:13:03,CHOU Tien Chen,1,short service,5,7,NA,210,592,174,302,219,640,early
9771,1,12,2,00:13:03,Kento MOMOTA,1,lob,5,7,NA,102,183,175,286,218,618,early
9771,1,12,3,00:13:04,CHOU Tien Chen,0,clear,5,7,NA,113,745,130,204,165,671,early
9771,1,12,4,00:13:06,Kento MOMOTA,0,wrist smash,5,7,NA,107,271,167,258,124,794,early
9771,1,12,5,00:13:06,CHOU Tien Chen,0,return net,5,7,NA,111,574,152,281,134,756,early
9771,1,12,6,00:13:07,Kento MOMOTA,0,lob,5,7,NA,234,192,119,295,118,614,early
9771,1,12,7,00:13:08,CHOU Tien Chen,1,clear,5,7,NA,119,774,205,227,198,669,early
9771,1,12,8,00:13:10,Kento MOMOTA,0,back-court drive,5,7,NA,141,267,182,260,159,742,early
9771,1,12,9,00:13:10,CHOU Tien Chen,0,drive,5,7,NA,213,668,151,313,167,710,early
9771,1,12,10,00:13:11,Kento MOMOTA,1,return net,5,7,NA,230,340,175,309,182,675,early
9771,1,12,11,00:13:12,CHOU Tien Chen,1,lob,5,7,NA,125,756,223,336,194,669,early
9771,1,12,12,00:13:13,Kento MOMOTA,0,drop,5,7,NA,255,343,168,295,125,773,early
9771,1,12,13,00:13:14,CHOU Tien Chen,1,net shot,5,7,NA,239,509,228,316,175,710,early
9771,1,12,14,00:13:15,Kento MOMOTA,1,lob,5,7,NA,94,191,214,311,235,567,early
9771,1,12,15,00:13:17,CHOU Tien Chen,0,clear,5,7,NA,100,762,114,201,169,677,early
9771,1,12,16,00:13:18,Kento MOMOTA,0,clear,5,7,NA,240,190,157,276,90,778,early
9771,1,12,17,00:13:19,CHOU Tien Chen,0,wrist smash,5,7,NA,240,645,257,217,176,707,early
9771,1,12,18,00:13:20,Kento MOMOTA,1,cross-court net shot,5,7,NA,138,370,229,210,215,687,early
9771,1,12,19,00:13:21,CHOU Tien Chen,0,push,5,7,NA,99,774,155,351,171,675,early
9771,1,12,20,00:13:22,Kento MOMOTA,0,clear,5,7,NA,98,193,167,286,136,759,early
9771,1,12,21,00:13:24,CHOU Tien Chen,0,clear,5,7,NA,265,769,100,216,160,691,early
9771,1,12,22,00:13:25,Kento MOMOTA,0,clear,5,7,NA,271,185,180,265,246,783,early
9771,1,12,23,00:13:26,CHOU Tien Chen,0,wrist smash,5,7,NA,242,653,297,215,206,698,early
9771,1,12,24,00:13:27,Kento MOMOTA,1,cross-court net shot,5,7,NA,118,380,257,197,210,686,early
9771,1,12,25,00:13:28,CHOU Tien Chen,0,push,5,7,NA,114,753,173,346,185,662,early
9771,1,12,26,00:13:29,Kento MOMOTA,0,passive drop,5,7,NA,254,367,162,290,129,768,early
9771,1,12,27,00:13:30,CHOU Tien Chen,1,push,5,7,NA,252,759,222,345,176,707,early
9771,1,12,28,00:13:31,Kento MOMOTA,1,passive drop,5,7,NA,252,352,215,293,232,740,early
9771,1,12,29,00:13:32,CHOU Tien Chen,1,push,5,7,NA,96,760,239,309,202,693,early
9771,1,12,30,00:13:33,Kento MOMOTA,0,passive drop,5,7,NA,85,326,171,277,126,745,early
9771,1,12,31,00:13:34,CHOU Tien Chen,0,push,5,7,NA,118,761,109,319,137,698,early
9771,1,12,32,00:13:36,Kento MOMOTA,0,passive drop,5,7,NA,244,373,151,279,114,745,early
9771,1,12,33,00:13:37,CHOU Tien Chen,1,push,5,7,NA,76,782,214,318,165,707,early
9771,1,12,34,00:13:38,Kento MOMOTA,0,passive drop,5,7,CHOU Tien Chen,44,427,171,281,122,753,early
9771,1,13,1,00:14:00,CHOU Tien Chen,1,short service,6,7,NA,120,591,188,316,141,666,early
9771,1,13,2,00:14:00,Kento MOMOTA,0,push,6,7,NA,248,179,175,300,126,617,early
9771,1,13,3,00:14:02,CHOU Tien Chen,1,clear,6,7,NA,222,754,222,207,199,659,early
9771,1,13,4,00:14:03,Kento MOMOTA,0,drop,6,7,NA,105,337,194,241,211,778,mid
9771,1,13,5,00:14:04,CHOU Tien Chen,0,push,6,7,NA,105,768,135,320,173,726,mid
9771,1,13,6,00:14:05,Kento MOMOTA,0,smash,6,7,NA,160,258,155,274,122,773,mid
9771,1,13,7,00:14:05,CHOU Tien Chen,1,return net,6,7,NA,122,571,146,281,96,768,mid
9771,1,13,8,00:14:06,Kento MOMOTA,0,lob,6,7,NA,248,200,160,274,133,630,mid
9771,1,13,9,00:14:08,CHOU Tien Chen,0,clear,6,7,NA,247,742,249,202,189,678,mid
9771,1,13,10,00:14:09,Kento MOMOTA,0,drop,6,7,NA,235,300,203,263,267,774,mid
9771,1,13,11,00:14:10,CHOU Tien Chen,1,push,6,7,NA,98,758,220,296,239,735,mid
9771,1,13,12,00:14:11,Kento MOMOTA,0,passive drop,6,7,NA,91,386,170,286,127,763,mid
9771,1,13,13,00:14:12,CHOU Tien Chen,0,push,6,7,NA,97,757,122,331,156,685,mid
9771,1,13,14,00:14:13,Kento MOMOTA,0,passive drop,6,7,NA,102,363,154,288,114,749,mid
9771,1,13,15,00:14:14,CHOU Tien Chen,0,push,6,7,NA,248,767,119,339,152,700,mid
9771,1,13,16,00:14:15,Kento MOMOTA,0,clear,6,7,NA,84,173,192,288,213,776,mid
9771,1,13,17,00:14:17,CHOU Tien Chen,0,drop,6,7,NA,93,502,119,228,164,699,mid
9771,1,13,18,00:14:18,Kento MOMOTA,0,lob,6,7,NA,97,193,134,260,110,628,mid
9771,1,13,19,00:14:19,CHOU Tien Chen,0,clear,6,7,NA,89,750,130,204,153,664,mid
9771,1,13,20,00:14:20,Kento MOMOTA,0,clear,6,7,NA,89,170,152,255,100,772,mid
9771,1,13,21,00:14:22,CHOU Tien Chen,0,clear,6,7,NA,97,785,112,198,153,691,mid
9771,1,13,22,00:14:23,Kento MOMOTA,0,clear,6,7,NA,99,198,148,260,121,777,mid
9771,1,13,23,00:14:24,CHOU Tien Chen,0,drop,6,7,NA,99,518,123,198,159,687,mid
9771,1,13,24,00:14:25,Kento MOMOTA,0,cross-court net shot,6,7,NA,249,408,141,250,120,622,mid
9771,1,13,25,00:14:26,CHOU Tien Chen,1,push,6,7,NA,88,778,208,406,175,630,mid
9771,1,13,26,00:14:28,Kento MOMOTA,0,drop,6,7,NA,74,394,175,302,141,741,mid
9771,1,13,27,00:14:28,CHOU Tien Chen,0,cross-court net shot,6,7,NA,169,512,105,310,145,713,mid
9771,1,13,28,00:14:30,Kento MOMOTA,1,lob,6,7,NA,235,197,162,290,160,616,mid
9771,1,13,29,00:14:31,CHOU Tien Chen,1,passive drop,6,7,NA,124,601,225,207,201,663,mid
9771,1,13,30,00:14:32,Kento MOMOTA,0,net shot,6,7,NA,108,384,182,241,127,609,mid
9771,1,13,31,00:14:33,CHOU Tien Chen,0,net shot,6,7,NA,95,498,110,382,142,638,mid
9771,1,13,32,00:14:34,Kento MOMOTA,0,lob,6,7,NA,102,183,126,361,101,559,mid
9771,1,13,33,00:14:36,CHOU Tien Chen,0,smash,6,7,NA,248,650,98,216,177,706,mid
9771,1,13,34,00:14:37,Kento MOMOTA,1,return net,6,7,NA,251,390,128,238,197,695,mid
9771,1,13,35,00:14:38,CHOU Tien Chen,1,push,6,7,NA,254,761,221,368,211,672,mid
9771,1,13,36,00:14:39,Kento MOMOTA,0,clear,6,7,NA,250,190,215,284,249,771,mid
9771,1,13,37,00:14:40,CHOU Tien Chen,0,clear,6,7,NA,88,766,259,220,206,705,mid
9771,1,13,38,00:14:41,Kento MOMOTA,0,clear,6,7,NA,89,201,178,248,121,768,mid
9771,1,13,39,00:14:43,CHOU Tien Chen,0,smash,6,7,CHOU Tien Chen,60,784,107,228,158,691,mid
9771,1,14,1,00:15:22,CHOU Tien Chen,1,short service,6,8,NA,214,605,163,322,233,662,mid
9771,1,14,2,00:15:22,Kento MOMOTA,1,cross-court net shot,6,8,NA,103,399,172,291,209,643,mid
9771,1,14,3,00:15:23,CHOU Tien Chen,0,net shot,6,8,NA,100,504,133,391,157,643,mid
9771,1,14,4,00:15:24,Kento MOMOTA,0,lob,6,8,NA,127,186,137,382,101,550,mid
9771,1,14,5,00:15:26,CHOU Tien Chen,0,smash,6,8,NA,146,664,138,206,158,676,mid
9771,1,14,6,00:15:27,Kento MOMOTA,0,cross-court net shot,6,8,NA,237,354,124,176,165,703,mid
9771,1,14,7,00:15:28,CHOU Tien Chen,1,push,6,8,NA,241,746,188,311,185,681,mid
9771,1,14,8,00:15:28,Kento MOMOTA,1,clear,6,8,NA,115,196,205,286,228,719,mid
9771,1,14,9,00:15:30,CHOU Tien Chen,0,clear,6,8,NA,95,778,154,224,175,696,mid
9771,1,14,10,00:15:31,Kento MOMOTA,0,passive drop,6,8,NA,81,407,163,267,117,769,mid
9771,1,14,11,00:15:32,CHOU Tien Chen,0,net shot,6,8,NA,97,504,121,324,151,706,mid
9771,1,14,12,00:15:33,Kento MOMOTA,0,lob,6,8,NA,92,193,134,308,112,589,mid
9771,1,14,13,00:15:35,CHOU Tien Chen,0,clear,6,8,NA,88,758,119,188,153,664,mid
9771,1,14,14,00:15:36,Kento MOMOTA,0,wrist smash,6,8,Kento MOMOTA,52,273,150,262,107,795,mid
9771,1,15,1,00:15:54,Kento MOMOTA,1,short service,6,9,NA,146,329,144,304,183,632,mid
9771,1,15,2,00:15:54,CHOU Tien Chen,1,push,6,9,NA,113,766,140,353,173,645,mid
9771,1,15,3,00:15:55,Kento MOMOTA,0,clear,6,9,NA,100,191,165,300,145,748,mid
9771,1,15,4,00:15:56,CHOU Tien Chen,0,clear,6,9,NA,98,774,128,241,167,710,mid
9771,1,15,5,00:15:58,Kento MOMOTA,0,drop,6,9,NA,87,374,163,269,108,790,mid
9771,1,15,6,00:15:59,CHOU Tien Chen,0,net shot,6,9,NA,90,487,129,326,143,717,mid
9771,1,15,7,00:16:00,Kento MOMOTA,0,lob,6,9,NA,87,185,138,304,107,586,mid
9771,1,15,8,00:16:01,CHOU Tien Chen,0,clear,6,9,NA,239,758,111,211,156,681,mid
9771,1,15,9,00:16:02,Kento MOMOTA,0,drop,6,9,NA,123,320,173,255,236,767,mid
9771,1,15,10,00:16:03,CHOU Tien Chen,0,return net,6,9,NA,84,516,149,293,207,744,mid
9771,1,15,11,00:16:04,Kento MOMOTA,0,net shot,6,9,NA,84,411,137,276,114,617,mid
9771,1,15,12,00:16:05,CHOU Tien Chen,0,net shot,6,9,NA,83,491,100,378,137,633,mid
9771,1,15,13,00:16:06,Kento MOMOTA,0,lob,6,9,NA,99,198,127,340,101,559,mid
9771,1,15,14,00:16:07,CHOU Tien Chen,0,smash,6,9,NA,89,668,126,214,158,691,mid
9771,1,15,15,00:16:08,Kento MOMOTA,0,return net,6,9,NA,118,401,100,168,156,712,mid
9771,1,15,16,00:16:09,CHOU Tien Chen,0,net shot,6,9,NA,121,491,124,365,139,670,mid
9771,1,15,17,00:16:10,Kento MOMOTA,0,lob,6,9,NA,124,193,135,348,139,556,mid
9771,1,15,18,00:16:12,CHOU Tien Chen,0,smash,6,9,Kento MOMOTA,198,467,123,218,150,706,mid
9771,1,16,1,00:16:39,Kento MOMOTA,1,short service,6,10,NA,229,318,236,309,167,627,mid
9771,1,16,2,00:16:39,CHOU Tien Chen,1,push,6,10,NA,118,761,211,358,176,645,mid
9771,1,16,3,00:16:40,Kento MOMOTA,0,passive drop,6,10,NA,247,362,171,288,135,764,mid
9771,1,16,4,00:16:41,CHOU Tien Chen,1,return net,6,10,NA,252,579,217,316,185,700,mid
9771,1,16,5,00:16:42,Kento MOMOTA,1,net shot,6,10,NA,248,392,206,293,242,625,mid
9771,1,16,6,00:16:43,CHOU Tien Chen,1,net shot,6,10,NA,259,490,249,379,209,621,mid
9771,1,16,7,00:16:44,Kento MOMOTA,1,lob,6,10,NA,236,187,226,351,240,562,mid
9771,1,16,8,00:16:46,CHOU Tien Chen,0,clear,6,10,NA,103,772,247,205,194,648,mid
9771,1,16,9,00:16:47,Kento MOMOTA,0,drop,6,10,NA,249,334,180,236,126,764,mid
9771,1,16,10,00:16:48,CHOU Tien Chen,1,return net,6,10,NA,237,516,222,340,174,707,mid
9771,1,16,11,00:16:49,Kento MOMOTA,1,lob,6,10,NA,96,193,221,316,239,551,mid
9771,1,16,12,00:16:51,CHOU Tien Chen,0,clear,6,10,NA,91,770,136,186,171,660,mid
