"","year","tournament","match_id","opponent","round","set","rally_phase","rally_length","chou_win","shot_type","backhand","chou_x","chou_y","opp_x","opp_y","shuttle_x","shuttle_y","chou_opp_vx","chou_opp_vy","chou_opp_dist","chou_opp_uvx","chou_opp_uvy","chou_opp_uvx_perp","chou_opp_uvy_perp","chou_shuttle_vx","chou_shuttle_vy","chou_shuttle_dist","chou_shuttle_paral","chou_shuttle_perp","is_inf"
"37",2019,"Fuzhou Open",9771,"Kento MOMOTA","Finals","2","mid",13,"loss","lob","forehand",229,610,192,284,78,136,-37,-326,328.09297462762,-0.112772911526053,-0.993620788040355,0.993620788040355,-0.112772911526053,-151,-474,497.470602146499,488.004963171562,-96.5823789307447,FALSE
"38",2019,"Fuzhou Open",9771,"Kento MOMOTA","Finals","2","mid",20,"loss","return net","backhand",199,730,260,225,122,496,61,-505,508.670816933702,0.119920384597079,-0.992783511828278,0.992783511828278,0.119920384597079,-77,-234,246.343256453267,223.077472153842,-104.505700406494,FALSE
"39",2019,"Fuzhou Open",9771,"Kento MOMOTA","Finals","2","mid",9,"win","smash","forehand",198,760,166,258,259,251,-32,-502,503.018886325355,-0.0636159016488742,-0.997974457116714,0.997974457116714,-0.0636159016488742,61,-509,512.642175401127,504.088428671826,93.2569358233966,FALSE
"40",2019,"Fuzhou Open",9771,"Kento MOMOTA","Finals","2","mid",32,"win","return net","forehand",218,671,164,176,273,367,-54,-495,497.93674297043,-0.108447510175418,-0.994102176607995,0.994102176607995,-0.108447510175418,55,-304,308.935268300659,296.242448629182,87.6436628067667,FALSE
"41",2019,"Fuzhou Open",9771,"Kento MOMOTA","Finals","2","mid",7,"loss","clear","forehand",102,746,130,281,38,167,28,-465,465.842247976716,0.0601061842750671,-0.998191988853793,0.998191988853793,0.0601061842750671,-64,-579,582.526394251797,574.106365752742,-98.6857679819067,FALSE
"42",2019,"Fuzhou Open",9771,"Kento MOMOTA","Finals","2","late",38,"loss","other","forehand",221,763,180,277,253,488,-41,-486,487.72635770481,-0.0840635314296767,-0.996460396946899,0.996460396946899,-0.0840635314296767,32,-275,276.855558008143,271.336576154648,55.0042038454619,FALSE
"43",2019,"Fuzhou Open",9771,"Kento MOMOTA","Finals","2","late",4,"win","smash","forehand",266,774,200,263,247,217,-66,-511,515.244602106611,-0.128094500612243,-0.991761966861454,0.991761966861454,-0.128094500612243,-19,-557,557.323963238618,554.845211053463,52.5051594706515,FALSE
"44",2019,"Fuzhou Open",9771,"Kento MOMOTA","Finals","2","late",19,"loss","return net","backhand",171,669,250,177,88,492,79,-492,498.302117193977,0.158538359108049,-0.987352818748864,0.987352818748864,0.158538359108049,-83,-177,195.494245439604,161.602765112581,-110.01157351828,FALSE
"45",2019,"Fuzhou Open",9771,"Kento MOMOTA","Finals","2","late",34,"win","smash","forehand",239,777,200,275,292,195,-39,-502,503.512661211215,-0.0774558476964299,-0.996995783169431,0.996995783169431,-0.0774558476964299,53,-582,584.408247717296,576.146385876698,97.9200798673021,FALSE
"46",2019,"Fuzhou Open",9771,"Kento MOMOTA","Finals","3","early",5,"loss","rush","backhand",188,397,170,622,187,416,-18,225,225.71885167172,-0.07974522228289,0.996815278536125,-0.996815278536125,-0.07974522228289,-1,19,19.0262975904404,19.0192355144693,-0.518343944838785,FALSE
"47",2019,"Fuzhou Open",9771,"Kento MOMOTA","Finals","3","early",14,"loss","smash","forehand",91,193,158,713,307,666,67,520,524.298579055866,0.127789779862937,0.991801276548171,-0.991801276548171,0.127789779862937,216,473,519.985576723047,496.724596257679,-153.784509859236,FALSE
"48",2019,"Fuzhou Open",9771,"Kento MOMOTA","Finals","3","early",16,"loss","push","backhand",202,338,182,689,306,789,-20,351,351.569338822372,-0.0568877822707538,0.99838057885173,-0.99838057885173,-0.0568877822707538,104,451,462.835824024027,444.353311705972,-129.48797000469,FALSE
"49",2019,"Fuzhou Open",9771,"Kento MOMOTA","Finals","3","early",14,"loss","return net","backhand",196,258,234,767,330,228,38,509,510.416496598611,0.0744490043978398,0.997224822065802,-0.997224822065802,0.0744490043978398,134,-30,137.317151150175,-19.9405780726635,-135.861596288753,FALSE
"50",2019,"Fuzhou Open",9771,"Kento MOMOTA","Finals","3","early",10,"loss","drive","backhand",226,275,271,772,283,378,45,497,499.033065036777,0.0901743855323167,0.995925991323587,-0.995925991323587,0.0901743855323167,57,103,117.720006795786,107.720317081671,-47.4798197956158,FALSE
"51",2019,"Fuzhou Open",9771,"Kento MOMOTA","Finals","3","early",32,"win","net shot","forehand",118,378,143,646,53,503,25,268,269.163519073444,0.0928803430942606,0.995677277970474,-0.995677277970474,0.0928803430942606,-65,125,140.890028036054,118.422437445182,76.3290659548634,TRUE
"52",2019,"Fuzhou Open",9771,"Kento MOMOTA","Finals","3","early",13,"win","clear","forehand",227,217,187,712,270,798,-40,495,496.613531833356,-0.0805455297448931,0.996750930593052,-0.996750930593052,-0.0805455297448931,43,581,582.589048987363,575.648832895533,-89.6572427972841,FALSE
"53",2019,"Fuzhou Open",9771,"Kento MOMOTA","Finals","3","early",22,"loss","push","backhand",226,392,208,632,247,469,-18,240,240.674053441579,-0.0747899482416342,0.997199309888456,-0.997199309888456,-0.0747899482416342,21,77,79.8122797569397,75.2137579483368,-26.7000115222634,FALSE
"54",2019,"Fuzhou Open",9771,"Kento MOMOTA","Finals","3","early",14,"win","drop","forehand",125,188,154,670,75,602,29,482,482.871618548864,0.0600573711230977,0.99819492694252,-0.99819492694252,0.0600573711230977,-50,414,417.008393200904,410.249831198048,74.7734979920884,TRUE
"55",2019,"Fuzhou Open",9771,"Kento MOMOTA","Finals","3","early",5,"loss","push","forehand",139,346,139,688,250,823,0,342,342,0,1,-1,0,111,477,489.744831519435,477,-111,FALSE
"56",2019,"Fuzhou Open",9771,"Kento MOMOTA","Finals","3","mid",14,"loss","return net","backhand",150,279,121,749,39,525,-29,470,470.893830921578,-0.0615850072685059,0.998101841937855,-0.998101841937855,-0.0615850072685059,-111,246,269.883308116675,252.368988923516,95.6393926670494,FALSE
"57",2019,"Fuzhou Open",9771,"Kento MOMOTA","Finals","3","mid",2,"win","smash","forehand",249,210,191,684,84,739,-58,474,477.535339006445,-0.121456979750806,0.992596696584173,-0.992596696584173,-0.121456979750806,-165,529,554.135362524357,545.12405415191,99.5277126482121,FALSE
"58",2019,"Fuzhou Open",9771,"Kento MOMOTA","Finals","3","mid",38,"win","rush","backhand",262,423,245,597,109,757,-17,174,174.828487381205,-0.097238157548846,0.995261141970541,-0.995261141970541,-0.097238157548846,-153,334,367.375829362793,347.294659523134,119.797410100178,FALSE
"59",2019,"Fuzhou Open",9771,"Kento MOMOTA","Finals","3","mid",16,"loss","return net","backhand",202,703,256,287,227,494,54,-416,419.490166750068,0.128727689658035,-0.991679979587823,0.991679979587823,0.128727689658035,25,-209,210.489904746047,210.479307975306,-2.11208764883368,FALSE
"60",2019,"Fuzhou Open",9771,"Kento MOMOTA","Finals","3","mid",18,"loss","return net","forehand",192,675,168,221,271,500,-24,-454,454.633918664237,-0.0527897260074976,-0.998605650308496,0.998605650308496,-0.0527897260074976,79,-175,192.005208262693,170.585600449394,88.1280484256832,FALSE
"61",2019,"Fuzhou Open",9771,"Kento MOMOTA","Finals","3","mid",20,"win","smash","forehand",253,770,193,256,296,254,-60,-514,517.490096523595,-0.115944247828256,-0.993255723062062,0.993255723062062,-0.115944247828256,43,-516,517.788566888069,507.534350443409,102.537227971049,FALSE
"62",2019,"Fuzhou Open",9771,"Kento MOMOTA","Finals","3","mid",25,"loss","return net","backhand",167,681,224,254,53,505,57,-427,430.787650705078,0.132315770674269,-0.991207615401977,0.991207615401977,0.132315770674269,-114,-176,209.695016631297,159.368542453881,-136.285243794497,FALSE
"63",2019,"Fuzhou Open",9771,"Kento MOMOTA","Finals","3","late",9,"win","smash","forehand",239,751,203,246,57,299,-36,-505,506.281542227247,-0.0711066807642796,-0.9974687162767,0.9974687162767,-0.0711066807642796,-182,-452,487.265841199647,463.797275656167,-149.399086656905,FALSE
"64",2019,"Fuzhou Open",9771,"Kento MOMOTA","Finals","3","late",19,"win","smash","forehand",251,755,201,253,278,271,-50,-502,504.483894688423,-0.0991111917078756,-0.995076364747071,0.995076364747071,-0.0991111917078756,27,-484,484.752514176048,478.940958361469,74.8368786347827,FALSE
"65",2019,"Fuzhou Open",9771,"Kento MOMOTA","Finals","3","late",39,"loss","other","backhand",214,612,254,456,-17,275,40,-156,161.046577113579,0.248375350267704,-0.968663866044045,0.968663866044045,0.248375350267704,-231,-337,408.570679319992,269.065016945004,-307.463846096391,FALSE
"66",2019,"Fuzhou Open",9771,"Kento MOMOTA","Finals","3","late",7,"loss","net shot","backhand",113,566,128,387,70,498,15,-179,179.627392120467,0.0835061948120934,-0.996507258090981,0.996507258090981,0.0835061948120934,-43,-68,80.4549563420427,64.1717271732667,-48.5282333451345,FALSE
"67",2019,"Fuzhou Open",9771,"Kento MOMOTA","Finals","3","late",2,"loss","push","forehand",192,605,177,307,82,138,-15,-298,298.377277955276,-0.0502719245339062,-0.998735567406937,0.998735567406937,-0.0502719245339062,-110,-467,479.780157989052,471.939421677769,-86.3839236574289,FALSE
"68",2019,"Fuzhou Open",9771,"Kento MOMOTA","Finals","3","late",6,"loss","return net","forehand",183,707,248,166,-2,547,65,-541,544.890814750992,0.119289953584011,-0.992859459830002,0.992859459830002,0.119289953584011,-185,-160,244.5914961727,136.788872159758,-202.765392641992,FALSE
"69",2019,"Fuzhou Open",9771,"Kento MOMOTA","Finals","3","late",13,"loss","net shot","forehand",251,592,222,300,275,503,-29,-292,293.436534875942,-0.0988288660519403,-0.995104444385054,0.995104444385054,-0.0988288660519403,24,-89,92.1791733527699,86.1924027650233,32.678275743864,FALSE
"70",2019,"World Tour Finals",8080,"CHEN Long","Group-Stage","1","early",22,"win","cross-court net shot","backhand",90,649,113,239,283,411,23,-410,410.64461520882,0.056009501033647,-0.998430235817186,0.998430235817186,0.056009501033647,193,-238,306.419646889686,248.436229823984,179.366774266709,FALSE
"71",2019,"World Tour Finals",8080,"CHEN Long","Group-Stage","1","early",13,"loss","net shot","forehand",313,507,230,399,274,492,-83,-108,136.209397619988,-0.609355899448014,-0.792896833016693,0.792896833016693,-0.609355899448014,-39,-15,41.7851648315524,35.6583325737229,-21.7826379959308,FALSE
"72",2019,"World Tour Finals",8080,"CHEN Long","Group-Stage","1","early",8,"loss","smash","forehand",109,705,120,242,38,217,11,-463,463.130651112621,0.0237513970918869,-0.999717895776695,0.999717895776695,0.0237513970918869,-71,-488,493.137911744778,486.175983945503,-82.5706523809862,FALSE
"73",2019,"World Tour Finals",8080,"CHEN Long","Group-Stage","1","mid",28,"loss","return net","backhand",235,699,211,308,59,586,-24,-391,391.735880409237,-0.0612657691067966,-0.998121488364895,0.998121488364895,-0.0612657691067966,-176,-113,209.153054005912,123.570503548029,-168.746350043153,FALSE
"74",2019,"World Tour Finals",8080,"CHEN Long","Group-Stage","1","mid",3,"loss","net shot","forehand",251,537,189,322,273,468,-62,-215,223.761033247525,-0.277081309020483,-0.960846474829093,0.960846474829093,-0.277081309020483,22,-69,72.4223722339996,60.2026179647568,40.2572327686534,FALSE
"75",2019,"World Tour Finals",8080,"CHEN Long","Group-Stage","1","mid",20,"loss","return net","forehand",164,637,130,303,336,418,-34,-334,335.726078820219,-0.10127303818482,-0.994858669227351,0.994858669227351,-0.10127303818482,172,-219,278.469028798536,200.455085993001,193.29448646958,FALSE
"76",2019,"World Tour Finals",8080,"CHEN Long","Group-Stage","1","mid",12,"win","rush","forehand",264,551,204,258,138,279,-60,-293,299.080256787371,-0.200615047761767,-0.979670149903295,0.979670149903295,-0.200615047761767,-126,-272,299.766575855281,291.747776791679,-68.8711458966146,FALSE
"77",2019,"World Tour Finals",8080,"CHEN Long","Group-Stage","1","mid",4,"loss","return net","backhand",189,610,171,273,-42,354,-18,-337,337.480369799489,-0.0533364355701475,-0.998576599285539,0.998576599285539,-0.0533364355701475,-231,-256,344.814442852964,267.956326033802,-217.017066929002,FALSE
"78",2019,"World Tour Finals",8080,"CHEN Long","Group-Stage","1","mid",3,"loss","smash","forehand",253,778,188,261,305,194,-65,-517,521.070052871972,-0.124743303979457,-0.992189048575063,0.992189048575063,-0.124743303979457,52,-584,586.310497944562,572.951752560905,124.443920049906,FALSE
"79",2019,"World Tour Finals",8080,"CHEN Long","Group-Stage","1","late",8,"loss","other","backhand",199,607,133,305,177,142,-66,-302,309.127805284481,-0.213503925792965,-0.976942205901143,0.976942205901143,-0.213503925792965,-22,-465,465.520139199154,458.975212111477,77.7865969639036,FALSE
"80",2019,"World Tour Finals",8080,"CHEN Long","Group-Stage","1","late",20,"win","clear","forehand",246,671,218,194,301,149,-28,-477,477.821096227448,-0.0585993381645747,-0.998281582303647,0.998281582303647,-0.0585993381645747,55,-522,524.889512183278,517.880022363452,85.4943415486086,TRUE
"81",2019,"World Tour Finals",8080,"CHEN Long","Group-Stage","1","late",11,"loss","smash","forehand",240,733,177,255,313,236,-63,-478,482.133798856707,-0.130669121620167,-0.991426033879994,0.991426033879994,-0.130669121620167,73,-497,502.332559167729,483.199892960085,137.316653918462,FALSE
"82",2019,"World Tour Finals",8080,"CHEN Long","Group-Stage","1","late",10,"loss","net shot","forehand",273,552,234,347,274,486,-39,-205,208.676783567315,-0.186891897283913,-0.982380485723133,0.982380485723133,-0.186891897283913,1,-66,66.007575322837,64.6502201604429,13.3172457064614,FALSE
"83",2019,"World Tour Finals",8080,"CHEN Long","Group-Stage","1","late",2,"win","net shot","forehand",114,547,150,285,264,411,36,-262,264.461717456421,0.136125562316717,-0.990691592416105,0.990691592416105,0.136125562316717,150,-136,202.474689776278,155.152890916098,130.090662387342,TRUE
"84",2019,"World Tour Finals",8080,"CHEN Long","Group-Stage","1","late",6,"win","drive","forehand",207,643,199,267,74,191,-8,-376,376.085096753381,-0.0212717814905759,-0.999773730057065,0.999773730057065,-0.0212717814905759,-133,-452,471.161331180733,454.72687292404,-123.355060863849,TRUE
"85",2019,"World Tour Finals",8080,"CHEN Long","Group-Stage","1","late",11,"loss","return net","forehand",224,673,244,197,317,319,20,-476,476.419982788296,0.0419797672695171,-0.999118461014507,0.999118461014507,0.0419797672695171,93,-354,366.012294875459,357.592053555201,78.0571792609401,FALSE
"86",2019,"World Tour Finals",8080,"CHEN Long","Group-Stage","2","early",38,"loss","return net","forehand",126,252,144,734,149,465,18,482,482.335982485238,0.0373183852203083,0.999303426454923,-0.999303426454923,0.0373183852203083,23,213,214.238185205159,213.709952694966,-15.0351627565375,FALSE
"87",2019,"World Tour Finals",8080,"CHEN Long","Group-Stage","2","early",1,"loss","other","backhand",181,314,161,611,191,612,-20,297,297.672638984506,-0.067187901676919,0.997740339902248,-0.997740339902248,-0.067187901676919,10,298,298.167738026769,296.654742274101,-29.9993980987444,FALSE
"88",2019,"World Tour Finals",8080,"CHEN Long","Group-Stage","2","early",21,"win","smash","forehand",237,319,144,604,123,706,-93,285,299.789926448505,-0.310217228116151,0.950665699065624,-0.950665699065624,-0.310217228116151,-114,387,403.441445565524,403.272389543638,-11.6781775874693,FALSE
"89",2019,"World Tour Finals",8080,"CHEN Long","Group-Stage","2","mid",14,"loss","net shot","forehand",117,387,135,606,88,458,18,219,219.73848092676,0.0819155567294538,0.996639273541688,-0.996639273541688,0.0819155567294538,-29,71,76.694197955256,68.3858372763057,34.7185434605002,FALSE
"90",2019,"World Tour Finals",8080,"CHEN Long","Group-Stage","2","mid",14,"win","smash","forehand",131,177,177,639,280,655,46,462,464.284395602523,0.0990772044800337,0.995079749342947,-0.995079749342947,0.0990772044800337,149,478,500.68453141674,490.410623653453,-100.907978910643,FALSE
"91",2019,"World Tour Finals",8080,"CHEN Long","Group-Stage","2","mid",3,"loss","push","forehand",182,422,172,594,310,758,-10,172,172.290452434254,-0.0580415215045998,0.998314169879117,-0.998314169879117,-0.0580415215045998,128,336,359.555280867908,328.004246326795,-147.286164970073,FALSE
"92",2019,"World Tour Finals",8080,"CHEN Long","Group-Stage","2","mid",10,"loss","return net","forehand",137,236,154,751,95,465,17,515,515.280506132339,0.0329917390580149,0.99945562440457,-0.99945562440457,0.0329917390580149,-42,229,232.8196727083,227.48968494821,49.5322444692773,FALSE
"93",2019,"World Tour Finals",8080,"CHEN Long","Group-Stage","2","mid",11,"win","smash","forehand",135,323,183,642,92,755,48,319,322.591072412117,0.14879519027321,0.988868035357377,-0.988868035357377,0.14879519027321,-43,432,434.134771701139,420.792798092639,106.800847718394,FALSE
"94",2019,"World Tour Finals",8080,"CHEN Long","Group-Stage","2","mid",7,"loss","drive","forehand",163,285,238,661,124,460,75,376,383.407094352726,0.195614533754562,0.980680862556206,-0.980680862556206,0.195614533754562,-39,175,179.293056195716,163.990184130908,72.4790970467405,FALSE
"95",2019,"World Tour Finals",8080,"CHEN Long","Group-Stage","2","mid",3,"loss","net shot","forehand",137,397,186,603,78,458,49,206,211.747491130356,0.231407700456931,0.972856863145466,-0.972856863145466,0.231407700456931,-59,61,84.8645980371085,45.6912143249145,71.5144246534553,FALSE
"96",2019,"World Tour Finals",8080,"CHEN Long","Group-Stage","2","mid",8,"loss","net shot","backhand",252,381,214,613,284,463,-38,232,235.091471559476,-0.161639211103353,0.986849920420469,-0.986849920420469,-0.161639211103353,32,82,88.0227243386615,75.7492387191712,-44.8336127639299,FALSE
